,Body,File name,Subject
1934,im envious see you when you get back from rebecca mcdonald enron enronxgate on am to steven j kean na enron enron cc subject re kissinger were going to be two ships passing here i leave town on friday and return to the office on wednesday morning how about i give you a call when i get back i am only in a few days and then i am heading to dc for my sons college graduation exercises i know exactly what you are thinking lordy shes old talk to you then okay rebecca original message from kean steven sent sunday may pm to mcdonald rebecca subject re kissinger sorry i got overwhelmed by california i have not talked to ken yet and will be in japan until friday perhaps we can hook up then from rebecca mcdonald enron enronxgate on pm to steven j kean na enron enron cc subject kissinger steve we never closed the loop on kissinger if you are around next week why dont we talk and resolve what we want to do so that i can proceed does that work for you rebecca,8494.,re kissinger
1935,following up on yesterdays conference call sbx alpert will be heard by the senate energy committee on tuesday the current bill language will be amended to specify that direct access customers in the sdg e territory will only be liable for the undercollection incurred for energy purchases on their behalf either by dwr or sdg e not while they were receiving energy from an esp ucan may try to amend the bill to make esps liable for the undercollection but according to senator bowens consultant this is a non starter,3159.,sbx direct access
1936,you may want to forward this to your customers the california chamber of commerce received a call from someone at the cpuc who requested that they send as many customers as possible to testify at tuesdays hearing in favor of direct access the chamber has requested the same thing of enron,12887.,customers
1937,steve i am extremely interested in looking at enron regulatory government affairs and i would appreciate the chance to talk with you if you have some time this week i remembered your name from my first stint in ebs latin america i worked on a few regulatory issues as part of the origination function and i would be interested to hear your thoughts on career opportunities within your group as well as anything that i can do from a personal standpoint if you have some time please let me know pl palmer letzerich enron broadband ventures tel cell,4797.,enron
1938,enrons ny risk management seminar will take place on thursday april th in new york city below are enron invitation enron letter to ny policymakers list of ny policymakers who are planning to attend list of wholesale customers invited schedule of presenation list of ny policy makers attending assemblyman paul tonko john howard chief of staff to assemblyman tonko john cahill senior policy advisor to govenor pataki mary ellen burns assistant attorney general energy division gavin donohue independent power producers of new york richard miller senior vp for energy ny city economic development corporation just as an aside our power traders met separately with a large group of psc staffers in march to discuss risk management updated invite list schedule of presenation michael brown power outlook minutes craig breslau natural gas outlook minutes janelle scheuer hedging strategies hour gary taylor weather risk management minutes binders with all presentations will be made available to attendees,8018.,ny risk management seminar
1939,actually she wasnt mad at all original message from nelson michelle sent monday november am to maggi mike subject re i was sick all weekend i didnt get out of bed until pm on saturday i watched a movie and went back to bed at yesterday i finally got out of bed at and we went and looked at cars and stopped by the lovely outlaws so mine was boring how were things friday when you got home original message from maggi mike sent monday november am to nelson michelle subject re it was ok i didnt really do anything how about you original message from nelson michelle sent monday november am to maggi mike subject re its ok i guess everything is backwards and i cant get used to it i was up there earlier i didnt see where you guys are sitting how was your weekend original message from maggi mike sent monday november am to nelson michelle subject re terrible yours original message from nelson michelle sent monday november am to maggi mike subject re yes why wouldnt we be how is your new desk original message from maggi mike sent monday november am to nelson michelle subject so are we still talking,1294.,re
1940,no intent to make people pay twice anticipated that edison might not want to be at risk for costs associated with retail gen service e g as gmc shaping while only allowed to charge the wholesale price any changes necessary to ensure no double counting are welcome also if days seems to short to for some customers do strike a deal with either the utility or an esp then it might be appropriate and i wouldnt object to extending it to days in my conversation with dorothy both and came up is reasonable but it would seem to be the uppermost limit thanks very much for the comments best jeff brbarkovich brbarkovich earthlink net pm to dhunter s k w com cc ann cohn sce com dorothy rothrock e mail drothrock cmta net john fielder e mail fieldejr sce com phil isenberg e mail isenberg hmot com jeff dasovich e mail jdasovic enron com keith mccrea e mail kmccrea sablaw com linda sherif e mail lys a klaw com linda sherif e mail lysherif yahoo com gary schoonyan e mail schoongl sce com john white e mail vjw cleanpower org dominic dimare e mail dominic dimare calchamber com subject re revised merged leg document i do not agree with jeffs changes to dorothys language and i am not sure if dorothy does in particular i dont know what is meant by the language in the definition of spot market service which says and shall include all costs incurred by the electrical corporation to provide retail electric service which seems to me to go way beyond even energy service i am also concerned that there be no way that customers have to pay for a s twice second i think days is too short a time for a customer on spot market service to elect da or term service since if the udc is providing term service on a best efforts basis that option might not even be available within days barbara delaney hunter wrote folks sorry for the delay major computer problems over here i have used anns document and added the changes i made as a template it is in redline and the questions are highlighted as well please look over it carefully and if there is language you are going to provide please do it post haste we will not have a call i think most folks are just too damn busy so if there is a question problem disagreement etc on language please work it out amongst yourselves and send me new language if applicable remember this is due to rick by pm today call me with questions delaney name revised merged leg language doc revised merged leg language doc type microsoft word document application msword encoding base,28479.,re revised merged leg document
1941,leslie et al joe hartsoe asked me to review this please include me on future distributions re ca gas issues my suggestion is to weave in some facts on why prices are where they are the easiest and most defensible way to do this would be to insert quotes from the cecs recent analysis although the cec is certainly not beyond reproach it generally has been pretty evenkeeled on fuels matters cec states that fundamentals i e high eg demand due to demand growth and reduced hydro and a lack of take away capacity is the cause of high prices and by implication not due to capacity release they also make statements that these fundamentals are working themselves out increased drilling new interstate capacity and assuming cpuc support increased intrastate capacity the attached file includes some salient quotes and page references the cec report is available at www energy ca gov publications even if you do not use for this filing the excerpts should help for any other materials we are putting together alan comnes original message from alvarez ray sent wednesday may pm to comnes alan subject draft comments on fercs proposal to reimpose price caps on capacity release transactions fyi release transactions comments are due by on the ferc order proposing to reimpose price caps on short term capacity releases into the ca markets this is in response to the complaints filed by sdg e and ladwp to deal with the high gas prices in ca and both parties requested this relief the attached first draft is the ena ees response to the ferc request for comments please review and return comments etc to me and becky so we can coordinate the changes and please forward to anyone i may have left out who should have been included above file pricecapcomments doc,13306.,re draft comments on fercs proposal to reimpose price caps on
1942,mike i am sorry to hear that you will be unable to meet next week but definitely understand actually it looks like my colleague jeff dasovich would not have been able to make it either i would still like to meet with peter if that is convenient for him i will follow up with a call to him directly i hope we can try to arrange another meeting soon thanks jennifer,28033.,meeting next week
1943,tana can you send me the isda with annexes et al to me for electronic distribution to gm folks muchos grande nachos gracias john john allario enron net works l l c o c john allario enron com,12232.,gm isda
1944,diane and i have switched isps and now have new email addresses rob rkean starband net diane dkean starband net rob diane houston starband net,5962.,new email addresses
1945,mike i know im not supposed to continue imposing on you but if these entries are showing up in both places this is going to creating large problems for us as well as giving persons who should not have access to brokerage other agreements access to that information our brokers are quite confidential the only information we want to make available to all enron employees is the master swap agreements can you please please take a look at this for me it is very critical that this drop down works correctly sara shackleton pm to tana jones hou ect ect cc subject re jp morgan securities inc electronic order you need to speak with the developer there is no way to control the inclusion of other agreements in the all agreements section as the system is currently designed i am not disagreeing with you i learned this the hard way a few months ago the system is confusing sara shackleton enron north america corp smith street eb a houston texas phone fax sara shackleton enron com tana jones pm to sara shackleton hou ect ect cc subject re jp morgan securities inc electronic order it has been my understanding that the first section is supposed to be for master swap agreements only having other documents listed in that section may be misleading to some parties who may misconstrue their use for general trading purposes such as global contracts that is why we created the other agreements section to house these other agreements my understanding isthat the only reason other agreements has been listed in the master swap agreements section is that they have been done so erroneously the drop down were not created too artfully created allowing wrong agreements to be put in master swap agreements which has been proliferating if my understanding is not correct than when did the intentional use of that first section change i think putting all agreement is a very bad idea sara shackleton pm to tana jones hou ect ect cc subject re jp morgan securities inc electronic order tana i think the agreement is listed in section all agreements which is not just master swap agreements it is also listed in the approprate section entry hope youre enjoying canada sara shackleton enron north america corp smith street eb a houston texas phone fax sara shackleton enron com tana jones pm to samantha boyd na enron enron cheryl nelson na enron enron cc bcc sara shackleton hou ect subject jp morgan securities inc electronic order the above counterparty has been created in the financial trading agreements database and is listed as a master swap agreement and its not it is an electronic trading agreement and needs to be moved down to other agreements please let me know when that is done and i will delete the entry in the master swap agreement database thanks,10139.,re jp morgan securities inc electronic order
1946,niman ranch online htm niman ranch online htm,13238.,niman ranch online htm
1947,sbx alpert which extends the rate freeze to sdg e customers over kw was concurred on the senate floor and now heads to the governor for his signature,8051.,sbx
1948,at the request of darren vanek in credit we have done some preliminary due diligence regarding the ability of the public service company of new mexico to enter into financial transactions based on our conversations with them and review of their board resolution it appears they are an investor owned utility not a governmental entity their board resolution only approves electricity futures options or swaps and gas or oil futures options or swaps they cannot enter into financial transactions over months it is imperative that anyone trading with this counterparty be made aware of this restriction please call me if you have any questions,9165.,public service company of new mexico
1949,mr mcgee per geralds request i am forwarding execution copies of the electric line row agreement which incorporates our changes to mark knippa for his further handling i have also attached a red line and clean copy of the row agreement for your reference thanks eric gillaspie enron building johnny mcgee enron pm to gerald nemec hou ect ect cc subject gallup powerline agmt per your request please find attached electric line right of way easement please make changes and return two original executed agreements thanks questions,4394.,gallup powerline agmt
1950,thanks veronica original message from jones tana sent thursday march pm to gonzalez veronica subject re perfercting monies for canadian counterparties he can call any one of the attorneys in the swap group mary cook does canada but shell be out next week so it would have to be quick or sara shackleton or brent hendry veronica gonzalez enron enronxgate pm to sara shackleton hou ect ect tana jones hou ect ect cc subject perfercting monies for canadian counterparties the legal counsel at sempra would like to contact someone in our office regarding perfecting monies for canadian counterparties when posting collateral who should i have him call please advise veronica gonzalez credit analyst ext,10170.,re perfercting monies for canadian counterparties
1951,to the due diligence teams of project raven as you may have already heard ebs decided this week not to pursue continued discussions with raven i wanted to take the time to thank each of you for the many hours you put into the transaction i firmly believe that we did the most thorough due diligence possible given our time constraints and the relative disarray of ravens organization each diligence team pitched in with helpful suggestions and worked toward a common goal and we should be proud of the manner in which we arrived at our conclusions but as is the rule in business you win some and you lose some regardless of the outcome i sincerely appreciate your efforts and hope that we can meet up again on the next deal in the meantime if you have any questions about the process or would like to tie up loose ends please fell free to stop by thanks again brad richter ebs corporate development,13271.,project raven
1952,dan attached are a marked and clean version of the fee agreement for tfs i have modified the agreement to reflect that a hard copy of the beta will be signed and to clean up those areas discussing the online beta if these changes are acceptable please let either me or tana know as similar changes need to be made to the loi to ensure consistency further if you and bob want to keep the fee agreement silent as to online betas and have agreed that all betas will be offline documents them i will make the appropriate revisions to the form fee agreement and beta to accommodate this change please let me know if there is anything further that you should need mark senior counsel ews phone facsimile e mail mark greenberg enron com,11530.,tfs fee agreement
1953,please mail to melissa kean meadowlake houston tx thanks urban retreat urbanr neosoft com am to skean enron com cc subject re urban retreat order thank you for your gift certificate order it has been received and will be processed today if you printed out the gift certificate that copy will be honored at the check out counter at any urban retreat if you prefer a hard copy mailed to you or the recipient please let us know by e mail that way it can be mailed to you or the recipients house or business thank you for your business sincerely urban retreat elizabeth cristina original message from skean enron com to urbanr neosoft com rri neosoft com sent wednesday february pm subject urban retreat order cc first name steven cc last name kean cc street add meadowlake lane cc city houston cc state txtx cc zip cc email skean enron com cc phone cc fax cc work cc method of payment b gc first name melissa c gc last name kean d gc street add meadowlake lane e gc city houston f gc state tx g gc zip h gc email kean rice edu i gc phone j gc fax ur gp elite retreat quantity message dear urban retreat my order please send me a confirmation thanks neo email from skean enron com neo email response urbanr urr html neo email subject urban retreat order neo email to urbanr neosoft com rri neosoft com,5815.,re urban retreat order
1954,anytime karen a cordova ees am to tana jones hou ect ect cc subject re swaps thank you tana kc from tana jones ect on am to karen a cordova hou ees ees cc subject re swaps if we have a us counterparty we insert the appropriate choice revisions to the cftc rules have done away with the eligible swap participant rules for energy commodities they would still apply to agricultural products the rules are still pretty similar however and th e current lingo is now eligible contract participants see our revised for m attached karen a cordova ees pm to tana jones hou ect ect cc marianne castano hou ees ees subject swaps hi tana i have a couple of questions concerning swaps that i hope you can answer with respect to part tax representations to the schedule is it standard to insert into the schedule the information from form when dealing with a u s counterparty part other provisions is the following point the most current and also a standard provision in the schedule when dealing with a u s counterparty h eligible swap participant it constitutes an eligible swap partici pant as such term is defined in rule b of the commodity futures trading commission c f r o b thanks alot for your continued support of ees legal thanks karen,10801.,re swaps
1955,how about her phone number darlin original message from tana jones enron com mailto tana jones enron com sent friday may am to pyoung cliverunnells com subject re thursday i dont have hollys email address i always call her patti young pyoung cliverun to tana jones enron com nells com cc subject re thursday pm i will have your bike and helmet in the car and drop it by your house if you like what is hollys email looking forward to seeing you original message from tana jones enron com mailto tana jones enron com sent friday may am to pyoung cliverunnells com subject re thursday lucinda will be joining us i havent heard back from holly maybe you might want to give her a call too im sure shes a little stressed out right now maybe you could bring my bike helmet when you come patti young pyoung cliverun to tana jones enron com nells com cc subject re thursday pm good morning phyllis carol and monnie are all planning to make breakfast at at bg did you get in touch with holly and lucinda call anyone else you want see you then i will bring your bike i think i am only working til mid day today original message from tana jones enron com mailto tana jones enron com sent thursday may pm to pyoung cliverunnells com subject re thursday please call carol how about the buffalo grille or is that too busy patti young pyoung cliverun to tana jones enron com nells com cc subject re thursday pm good if you want to get hollie lucinda etc to come please feel free to do so is there any special place you want to go i have been thinking about you as well i have your bicycle and will return it to you when you are ready for it i can bring it on saturday will it fit in your car if not i can drop it by after breakfast might need to come by anyway to see what else you have done to it i will call carol too if you dont care original message from tana jones enron com mailto tana jones enron com sent thursday may pm to pyoung cliverunnells com subject re thursday breakfast at sounds great wherever you want to go also i need to get my bike back from you i might be doing some biking ive been thinking about you hope all is going well patti young pyoung cliverun to tana jones tana jones enron com nells com cc subject thursday pm miss tana is there a chance you might like to try to get together this weekend i thought i would check with you first and then see if phyllis is available i have a hair appointment at a m on saturday we could do breakfast at or whatever let me know patti,11935.,re thursday
1956,i promise if you are serious i will come up with the explanations original message from nelson michelle sent monday november am to maggi mike subject re im supposed to go to ny with your for one day and you havent given me a reason why or an explanation for anyone keep up charlie brown and you didnt answer me about hiring someone what does that mean original message from maggi mike sent monday november am to nelson michelle subject re what do you mean you are worth it for one day original message from nelson michelle sent monday november am to maggi mike subject re thats not a good enough reason you are worth it for one day original message from maggi mike sent monday november am to nelson michelle subject re because its with me original message from nelson michelle sent monday november am to maggi mike subject re you tell me why and i will seriously think about it original message from maggi mike sent monday november am to nelson michelle subject re i think going to ny is in your best interest original message from nelson michelle sent monday november am to maggi mike subject re see you cannot be trusted and how is that looking out for your best interests should you change your thinking sir original message from maggi mike sent monday november am to nelson michelle subject re youre right im sorry i think i was looking out for me original message from nelson michelle sent monday november am to maggi mike subject re why would you want to do that how is that looking out for me original message from maggi mike sent monday november am to nelson michelle subject re i think so original message from nelson michelle sent monday november am to maggi mike subject re are you trying to get me in trouble charlie brown original message from maggi mike sent monday november am to nelson michelle subject re really original message from nelson michelle sent monday november am to maggi mike subject re you find me the explanation to all and i will find the day original message from maggi mike sent monday november am to nelson michelle subject re i am serious you can find one day original message from nelson michelle sent monday november am to maggi mike subject re are you being serious i am not my own boss you forget original message from maggi mike sent monday november am to nelson michelle subject re you tell me my schedule is pretty open original message from nelson michelle sent monday november am to maggi mike subject re ok when original message from maggi mike sent monday november am to nelson michelle subject re cant we just go for one day original message from nelson michelle sent monday november am to maggi mike subject they are lighting the tree on wednesday in ny we are going to miss it,1553.,re
1957,gerald we were approached before the holidays by first union representing universal compression to potentially serve as a back up fleet manager for a large portion of their fleet that they are trying to take off balance sheet via first union should they become insolvent they are trying to do this simultaneously with the close of the merger with weatherford mark and i met with the ceo steve schneider and cfo ernie danner prior to the holidays to discuss this a little further as well as a broader alliance between enron and universal to chase electric horsepower deals universal is comfortable with enron having somebody like hanover as a back up to be called upon should enron be called to fulfill its role and even with a spread so long as hanover does not see universal and vice versa suggested stand by fee of yr has been casually thrown out please review the attached document and lets discuss further perhaps tomorrow morning i talked with steve schneider yesterday and he told me that ernie danner would be getting with me today regarding a confidentiality agreement regarding this deal as well as a potential marketing alliance which we would like to discuss further with you as well give me a call when you get a chance and well set something up thanks chris you will find attached a copy of an agreement that has been forwarded to us regarding dont know if i ever sent you this but here is an electronic copy of this tim pm kipp james james kipp funb com on am to tim proffitt enron com tim proffitt enron com john thompson enron com john thompson enron com cc edanner universalcompression com edanner universalcompression com subject secondary service provider contract first union securities inc the attached file is an generic sample of the contractual role the ssp would be asked to fulfill under the abs structure give me a call should you have questions james james m kipp managing director energy investment banking direct fax e mail james kipp funb com mgmt agrmt doc mgmt agrmt doc,4524.,secondary service provider contract
1958,sk ive printed these out and put them in your meeting folder mm please find attached translation of following articles who is the fiend of the heisei era transformation of a public utility nihon keizai shimbun dated may u s based enron urges japan to separate transmission from the operations of electric power companies sankei shimbun dated may enron draws up a document on deregulation in the electricity industry nikkei sangyo shimbun dated may best regards irj pr services nihon keizai doc sankei doc nikkei sangyo doc,8395.,translation nihon keizai sankei nikkei sangyo
1959,well see that mean that i have to cook and do everything tonight you need to find out the scoop about monday and tuesday for me k original message from maggi mike sent tuesday november am to nelson michelle subject re im pretty sure fred will be out of here early original message from nelson michelle sent tuesday november am to maggi mike subject re well see i dont think that would go over well at all unless i get done before he is ready to leave original message from maggi mike sent tuesday november am to nelson michelle subject re or the porch original message from nelson michelle sent tuesday november am to maggi mike subject re all day derek decided that he was taking off tomorrow i guess however long fred is here what about you work or out laws take your pick original message from maggi mike sent tuesday november am to nelson michelle subject re all day what time are you working til original message from nelson michelle sent tuesday november am to maggi mike subject re thanks but i think that i am just going to get a salad later how long is the market open tomorrow all day original message from maggi mike sent tuesday november am to nelson michelle subject re im just trying to be nice original message from nelson michelle sent tuesday november am to maggi mike subject re why would i want it if its crap original message from maggi mike sent tuesday november am to nelson michelle subject re ill bring you mine original message from nelson michelle sent tuesday november am to maggi mike subject re no they told us yesterday was the last day and that only the eol traders would be getting lunch i tell you that we are peons down here not a big wig like yourself original message from maggi mike sent tuesday november am to nelson michelle subject re actually i hate it are you guys still getting lunch up here original message from nelson michelle sent tuesday november am to maggi mike subject re i take it that you dont like it original message from maggi mike sent tuesday november am to nelson michelle subject re some crap from pappadeaux original message from nelson michelle sent tuesday november am to maggi mike subject re oh ya probably i will continue to freak out myself what are you eating piglet original message from maggi mike sent tuesday november am to nelson michelle subject re sorry i went to get lunch i think people are freaking out because of ken lays email this morning original message from nelson michelle sent tuesday november am to maggi mike subject why are you ignoring me,1119.,re
1960,notice no september to all nymex and comex members from neal l wolkoff executive vice president date september re reminder notice on change of trading hours for light sweet crude oil heating oil gasoline and natural gas futures and for natural gas options regular trading hours session beginning on friday september the rth market opens for natural gas futures and for natural gas option contracts both will be moved up from a m to a m the market closes for these contracts will remain the same the rth hours for all other energy contracts will remain the same nymex access trading session the new trading hours listed below for the nymex access trading session will commence on thursday september for trade date september the hours for natural gas have been greatly expanded crude oil heating oil and unleaded gasoline will trade for an additional hour until a m old trading hours on nymex access natural gas futures options sunday do not currently trade during this session monday through thursday pm pm crude oil futures options sunday pm am monday through thursday pm am heating oil futures options sunday pm am monday through thursday pm am unleaded gasoline futures options sunday pm am monday through thursday pm am new trading hours on nymex access beginning for trade date natural gas futures options sunday pm am monday through thursday pm am crude oil futures options sunday pm am monday through thursday pm am heating oil futures options sunday pm am monday through thursday pm am unleaded gasoline futures options sunday pm am monday through thursday pm am if you have any questions please contact george henderson vice president nymex floor department at please click on the link below to indicate you have received this email http email email log cfm useremail tana jones enron com refdo c note if you click on the above line and nothing happens please copy the text between the quotes open your internet browser paste it into the web site address and press return,3658.,reminder change of trading hours for energy contracts
1961,i think that you brought it up original message from maggi mike sent monday november pm to nelson michelle subject re you didnt bring it up for no reason original message from nelson michelle sent monday november pm to maggi mike subject re no it wasnt i told you that robyn said you should come up when i did and we could all go out remember buddy i wasnt as drunk as you were by the way did you get sick on the way home original message from maggi mike sent monday november pm to nelson michelle subject re first of all ny was your idea original message from nelson michelle sent monday november pm to maggi mike subject so are you going to tell me or just leave me hanging out here,1027.,re
1962,since i just went through the exercise of udating this list for pr i pass along a list of the various research public policy type groups in which we either are participating or in which we have participated up until recently let me know if need anything else mcs mark as discussed attached you will find a copy of the memberships list,2326.,memberships
1963,i would love to have the plants as long as they can take direct sun can they did you see on the news last night that they arrested people for participating in that pyramid scheme you were telling me about theres an article about it in the khou tv website patti young pyoung pdq net pm to tana jones enron com cc subject re an update thanks for the info i sent in my resume with a letter that they requested explaining how my experience would fit the job plus salary requirements once again i will keep my fingers crossed do you want plant plants original message from tana jones enron com to pyoung pdq net sent wednesday september pm subject re an update that job is with bob williams the litigation attorney for our international company bob is a great guy probably one of the funniest people i have ever known it also might be a good job for you because he promoted his last administrative assistant to paralegal patti young pyoung pdq n to tana jones enron com et cc subject re an update am thanks for writing back i could probably do the saturday evening thing i will let you know soon if you get a chance check out job no know anything about it original message from tana jones enron com to pyoung pdq net sent tuesday september pm subject re an update i was just about to call you when i got your email holly called and she has a table to fill at an awards banquet some womens professional group or something and wants to know if you want to join us a bunch of her girlfriends are going me lucinda i think carol anyway its saturday night at pm she said it should be really boring so i put it on my calendar as boring awards banquet but with all the girls at one table well misbehave and have fun i hope you can join us let me know and ill reserve you a spot w holly the thing on your house and townhome sounds exciting when can i see it patti young pyoung pdq n to tana jones tana jones enron com et cc subject re an update pm the name of the plant i told you about last week is duranta think you will want it original message from tana jones tana jones enron com to pyoung pdq net sent monday august am subject an update that job i passed on your resume to in our group i checked and they still havent started interviewing people yet since barbara is on vacation dropping her daughter off at college,3999.,re an update
1964,cheryl regarding the j p morgan electronic agreements in connection with the existing brokerage accounts ect investments has an account with j p morgan but i see no record of an account with ena either in lotus notes or in the files,9814.,j p morgan
1965,theres no mafia in texas original message from nelson michelle sent wednesday november am to maggi mike subject re yep my moms side of the family is i have heard that my great grandfather and his family were in the mafia but no one will say for sure maybe they could eliminate my in laws original message from maggi mike sent wednesday november am to nelson michelle subject re sure are you really italian original message from nelson michelle sent wednesday november am to maggi mike subject re im italian too and no i dont watch that so will you make them disappear original message from maggi mike sent wednesday november am to nelson michelle subject re im an italian from new jersey of course i can make them disappear dont you watch the sopronos original message from nelson michelle sent wednesday november am to maggi mike subject re i was playing wade is irritating me can you make my in laws disappear so im bored and i want to cry original message from maggi mike sent wednesday november am to nelson michelle subject re what do you mean original message from nelson michelle sent wednesday november am to maggi mike subject so can you give me the name of sarahs lawyer,1424.,re
1966,the entire book is being sent to you via a separate e mail this is the two page spread that highlights making markets marge pm monica zalta monica zalta darcyww com on pm to marge nadasky enron com cc jmandelker aol com subject volatile markets spread voila page pdf,2725.,volatile markets spread
1967,just a reminder as we discussed at the policy committee offsite i am assembling the goals and objectives for the board please send yours to me by close of business tuesday feb thanks,7318.,goals and objectives
1968,attached please find the natural gas market analysis for today thanks bob mckinney nat gas doc,714.,nat gas market analysis for
1969,tana this has made the circle to me did they say what kind of trade there is between diashowa and nbc my expectation is a currency hedge bobc original message from rohauer tanya sent tuesday april pm to crane jr bob subject fw daishowa i am guessing we would take assignment of the deal if we purchased the company who had this contract do you know about it original message from jones tana sent tuesday april pm to bradford william s brackett debbie rohauer tanya reves brant ngo tracy campbell lesli espinoza veronica radous paul lebrocq wendi diamond russell moran tom sacks edward mendoza nidia conwell wendy vanek darren johnson rudwell subject daishowa i got a call from national bank of canada and they said that we purchased the referenced company and what did we intend to do with the trade between nbc and daishowa anyone know anything about this,10848.,fw daishowa
1970,i couldnt open link i s this something new for me to sign or have i already complied to kean steven email skean enron com enron wholesale services office of the chairman from mark frevert chairman ceo mark haedicke managing director general counsel subject confidential information and securities trading to keep pace with the fluid and fast changing demands of our equity trading activities enron wholesale services ews has recently revised its official policies and procedures regarding confidential information and securities trading policies and procedures these revisions reflect two major developments our equity trading activities have been extended into the united kingdom and in an effort to streamline the information flow process the review team will play a more centralized role so that the role of the resource group is no longer necessary you are required to become familiar with and to comply with the policies and procedures the newly revised policies and procedures are available for your review on legalonline the new intranet website maintained by the enron wholesale services legal department please click on the attached link to access legalonline http legalonline corp enron com chinesewall asp if you have already certified compliance with the policies and procedures during the calendar year you need not re certify at this time although you are still required to to review and become familiar with the revised policies and procedures if you have not certified compliance with the policies and procedures during the calendar year then you must do so within two weeks of your receipt of this message the legalonline site will allow you to quickly and conveniently certify your compliance on line with your sap personal id number if you have any questions concerning the policies or procedures please call bob bruce at extension or donna lowry at extension,8796.,confidential information and securities trading
1971,please let me know if there are any legal issue for financial trades with new york state electric gas thanks veronica gonzalez,4127.,new york state electric gas
1972,lara i can attend both of these events i do need directions to the exact location of the campus career fair however thanks beth fyi i still plan to participate on the new york recruiting team just thought i could also help out on the local front if needed original message from berry lara marie sent friday january am to ciscon larry stephen stock hou ect enron elizondo rudy bryan powell hou ect enron cinelli steve cleverly scott easley karen reynolds steven wei zhiyong elrod hal deborah long hou ect enron wong joe cc beth perlman hou ect enron kean steven scholl steven berry lara marie berry lara marie dillingham geynille dillingham geynille subject re gtt rice university spring recruiting events it has been brought to my attention that some people may not have been able to view the boxes so i am sending this again if you still cannot view the buttons please feel free to send me an e mail with the dates that you are available thanks lara hello rice it campus team here are the events at rice this spring for the global technology track if you do not have outlook or do not see buttons attached please send a note to lara marie berry with the events that you would like to attend thanks ashley hello our recruiting efforts at rice university are right around the corner the purpose of these events is to recruit candidates for the global technology track i have included the rice university recruiting events that we have scheduled to date please click the appropriate buttons below confirming your availability and return as soon as possible i will follow up with an e mail containing logistics details i look forward to seeing you at rice university we will be on campus at the rice university career fair on tuesday january rd from p m to p m if you are able to attend this on campus event please click the button below we will be hosting a general presentation for rice university candidates on wednesday january th we are finalizing details on this event however i anticipate it will take place at enron in c in the late afternoon if you are able to attend this recruiting event please click the button below thanks lara berry,6312.,re gtt rice university spring recruiting events
1973,rosalee could you please print out the following two documents for mr lay one is an excel sheet showing the summary of the results of our analysis of the core noncore market structure that mr lay has been discussing with leaders in california the other is a word document explaining the summary tables contents if you have any questions just let me know maureen can you print out for steve too thanks very much for your help best jeff,3365.,summary of core noncore analysis
1974,tana ditto credit from marcus nettleton on all eol approvals this week,10789.,eol approvals
1975,attached please find my year accomplishments please call if you have any questions,6899.,accomplishments
1976,blank routine gas rate change al dan dan douglass topanga canyon blvd suite woodland hills ca douglass energyattorney com blank bkgrd gif sdg e al summary chart doc,13482.,sdg e
1977,cassandra cheryl and david gary requested this morning that we add goldman sachs futures clearing capability as well i will request account opening information from them and forward to legal sheila cassandra cheryl and david gary has requested that we establish new futures execution and clearing agreements with solomon smith barney citigroup and morgan stanley i will forward the agreements when we receive them to cheryl nelson in legal for review prudential is exiting the business and the prior people at pru have moved to ssb please do not hesitate to call if you have any questions sheila,10783.,new futures execution and clearing agreements
1978,hi tana further to karen lamberts email below could you please let me know what the status is with saskenergy are they understanding the fact that their eol transactions will fall under the master agreements terms and conditions let me know if i need to contact them thanks matilda global contract yes she is working with tana jones in legal regarding new york jurisdictional issues and others you might want to touch base with tana in a few days while i am out matilda machado am to karen lambert hou ect ect cc subject re eol help desk question cp id saskenergy incorporated global contract hi karen did you follow up with this counterparty yet if not ill look after it i just dont want both of us calling her thanks matilda from karen lambert on pm cst to matilda machado cal ect ect cc dianne seib cal ect ect diana andel cal ect ect subject eol help desk question cp id saskenergy incorporated global contract fyi the counterparty question below includes reference to a canadian physical gas master contract for online trading i am not certain which other agreement they are questioning online gtc online eta other master contract when i tried to contact the counterparty her voice mail states that debbie is out of the office until march th at this point i am unsure if this is a purely canada gas question or if they have questions that cross commodities and locations no specific action is needed by your group i just want to make sure you are aware of any canadian contract issues there is an open eol help desk ticket pending until this question is resolved please let me know if you have any questions or new information that might help resolve this issue thank you karen x pm bryan deluca enron pm to karen lambert hou ect ect cc subject re agreements yes it can wait thank you for your help from karen lambert ect on pm to bryan deluca na enron enron cc kelly lombardi na enron enron subject re agreements hi bryan yes we can help answer this question i will be out of the office until tomorrow if it can wait ill get an answer then if not then please let kelly lombardi know and she can help while i am out of the office thank you karen bryan deluca enron pm to karen lambert hou ect ect cc subject agreements karen is this something you can help me with below pm dbrown saskenergy sk ca on pm to help enrononline com cc bcc help subject agreements saskenergy has a master gas purchase sale agreement dated july executed with enron with respect to enrononline it is not clear which agreement or terms would prevail in the case of a difference between the agreements could you please clairfy i can be reached at the above email or by telephone at or fax,9969.,re eol help desk question cp id saskenergy incorporated
